0.98,-0.06,1
0.96,-0.12,1
0.94,-0.18,1
0.91,-0.23,1
0.88,-0.29,1
0.85,-0.34,1
0.81,-0.38,1
0.77,-0.43,1
0.74,-0.47,1
0.69,-0.51,2
0.65,-0.55,1
0.61,-0.58,1
0.56,-0.61,1
0.52,-0.64,1
0.47,-0.66,1
0.42,-0.69,1
0.37,-0.71,1
0.32,-0.73,1
0.27,-0.74,1
0.22,-0.75,1
0.17,-0.76,1
0.12,-0.77,1
0.07,-0.77,1
0.01,-0.77,1
-0.04,-0.77,1
-0.08,-0.77,1
-0.13,-0.76,1
-0.17,-0.75,1
-0.22,-0.74,1
-0.26,-0.72,2
-0.3,-0.7,1
-0.34,-0.68,1
-0.37,-0.65,1
-0.41,-0.62,1
-0.44,-0.59,1
-0.47,-0.56,1
-0.5,-0.53,1
-0.52,-0.49,1
-0.54,-0.45,1
-0.56,-0.42,1
-0.58,-0.38,1
-0.59,-0.34,1
-0.6,-0.3,1
-0.61,-0.26,1
-0.61,-0.22,1
-0.61,-0.18,1
-0.61,-0.14,1
-0.61,-0.1,1
-0.6,-0.06,1
-0.59,-0.02,1
-0.58,0.02,1
-0.57,0.05,1
-0.56,0.09,2
-0.54,0.12,1
-0.52,0.15,1
-0.5,0.18,1
-0.48,0.21,1
-0.46,0.24,1
-0.43,0.27,1
-0.4,0.29,2
-0.38,0.31,1
-0.35,0.33,1
-0.32,0.35,1
-0.29,0.37,1
-0.26,0.38,1
-0.23,0.4,1
-0.19,0.41,1
-0.16,0.42,2
-0.13,0.43,1
-0.09,0.43,1
-0.06,0.44,1
-0.03,0.44,1
0.01,0.44,1
0.04,0.44,1
0.07,0.43,1
0.11,0.43,1
0.13,0.42,1
0.15,0.41,2
0.17,0.4,1
0.19,0.39,1
0.2,0.38,1
0.22,0.36,1
0.23,0.35,1
0.25,0.33,2
0.26,0.31,1
0.27,0.3,1
0.28,0.28,2
0.29,0.26,1
0.3,0.24,1
0.3,0.22,2
0.31,0.2,1
0.31,0.18,1
0.32,0.16,1
0.32,0.14,1
0.32,0.12,1
0.31,0.1,1
0.31,0.08,1
0.31,0.06,2
0.3,0.04,1
0.29,0.02,1
0.29,0.0,1
0.28,-0.01,2
0.27,-0.03,1
0.26,-0.05,2
0.25,-0.06,1
0.23,-0.08,1
0.22,-0.09,1
0.2,-0.1,1
0.19,-0.12,1
0.17,-0.13,2
0.16,-0.14,2
0.14,-0.15,1
0.12,-0.15,3
0.11,-0.16,1
0.09,-0.17,2
0.07,-0.17,1
0.05,-0.17,1
0.03,-0.18,1
0.01,-0.18,1
-0.0,-0.18,1
-0.02,-0.18,1
-0.04,-0.17,2
-0.06,-0.17,1
-0.08,-0.17,1
-0.1,-0.16,1
-0.1,-0.15,2
-0.1,-0.14,3
-0.1,-0.13,2
-0.1,-0.12,5
-0.1,-0.11,3
-0.1,-0.1,4
-0.1,-0.09,3
-0.09,-0.08,6
-0.09,-0.07,4
-0.08,-0.06,6
-0.07,-0.05,6
-0.06,-0.05,5
-0.06,-0.04,3
-0.05,-0.04,6
-0.04,-0.03,5
-0.03,-0.03,5
-0.02,-0.03,6
-0.01,-0.03,6
0.0,-0.03,6
0.01,-0.03,6
0.02,-0.03,7
0.03,-0.03,4
0.04,-0.03,4
0.04,-0.04,5
0.05,-0.04,3
0.06,-0.05,6
0.07,-0.06,6
0.08,-0.06,4
0.08,-0.07,4
0.08,-0.08,5
0.09,-0.08,4
0.09,-0.09,3
0.09,-0.1,5
0.08,-0.1,1
0.06,-0.11,1
0.05,-0.11,1
0.03,-0.11,1
0.02,-0.11,1
0.0,-0.12,1
-0.01,-0.11,1
-0.03,-0.11,1
-0.04,-0.11,1
-0.06,-0.11,1
-0.07,-0.1,1
-0.08,-0.1,1
-0.11,-0.09,2
-0.12,-0.08,1
-0.14,-0.07,1
-0.15,-0.06,2
-0.16,-0.05,1
-0.17,-0.04,2
-0.18,-0.03,1
-0.19,-0.02,1
-0.2,-0.01,1
-0.21,0.01,1
-0.22,0.02,1
-0.22,0.04,1
-0.23,0.05,1
-0.23,0.07,1
-0.24,0.08,1
-0.24,0.1,1
-0.24,0.11,1
-0.24,0.13,1
-0.24,0.14,1
-0.24,0.16,1
-0.24,0.18,1
-0.23,0.19,1
-0.23,0.21,1
-0.22,0.22,1
-0.22,0.24,1
-0.21,0.25,1
-0.2,0.27,2
-0.19,0.28,1
-0.18,0.29,1
-0.17,0.3,1
-0.16,0.31,1
-0.15,0.33,2
-0.13,0.34,1
-0.12,0.34,2
-0.1,0.35,1
-0.09,0.36,1
-0.06,0.36,1
-0.03,0.36,1
0.0,0.36,1
0.03,0.36,1
0.06,0.36,1
0.09,0.36,1
0.12,0.35,2
0.15,0.34,2
0.18,0.33,1
0.2,0.32,1
0.23,0.31,2
0.26,0.29,1
0.31,0.26,1
0.33,0.24,1
0.36,0.22,1
0.38,0.2,1
0.4,0.17,1
0.42,0.15,1
0.43,0.12,1
0.45,0.1,2
0.47,0.07,1
0.48,0.04,1
0.49,0.01,1
0.5,-0.02,1
0.51,-0.05,1
0.51,-0.09,1
0.51,-0.12,1
0.52,-0.15,1
0.51,-0.19,1
0.51,-0.22,1
0.51,-0.26,1
0.5,-0.29,1
0.49,-0.32,1
0.48,-0.36,1
0.46,-0.39,1
0.44,-0.42,1
0.42,-0.45,1
0.4,-0.48,1
0.38,-0.51,1
0.35,-0.53,1
0.32,-0.56,1
0.29,-0.58,1
0.26,-0.6,1
0.23,-0.62,1
0.2,-0.64,1
0.16,-0.65,1
0.12,-0.66,1
0.09,-0.67,1
0.05,-0.67,1
0.01,-0.68,1
-0.04,-0.68,1
-0.08,-0.67,1
-0.13,-0.67,2
-0.18,-0.66,1
-0.22,-0.65,1
-0.27,-0.63,1
-0.31,-0.62,1
-0.36,-0.6,1
-0.4,-0.58,1
-0.44,-0.56,1
-0.48,-0.53,1
-0.52,-0.5,1
-0.56,-0.47,1
-0.6,-0.44,2
-0.63,-0.41,1
-0.67,-0.37,1
-0.7,-0.33,1
-0.73,-0.29,1
-0.76,-0.24,1
-0.79,-0.2,1
-0.81,-0.15,1
-0.83,-0.1,1
-0.85,-0.05,1
-0.86,0.01,1
-0.87,0.06,1
-0.88,0.12,1
-0.89,0.17,1
-0.89,0.23,2
-0.89,0.29,1
-0.88,0.35,2
-0.87,0.41,1
-0.85,0.47,2
-0.83,0.53,1
-0.81,0.59,1
-0.78,0.65,1
-0.74,0.71,1
-0.71,0.76,1
-0.66,0.81,1
-0.62,0.86,1
-0.57,0.91,1
-0.51,0.95,1
-0.45,0.99,1
-0.39,1.02,1
-0.33,1.05,1
-0.26,1.07,1
-0.19,1.09,1
-0.12,1.11,1
-0.05,1.11,1
0.02,1.11,1
0.09,1.11,1
0.16,1.11,1
0.23,1.1,1
0.29,1.08,1
0.36,1.07,1
0.43,1.05,1
0.49,1.03,1
0.56,1.0,1
0.62,0.97,1
0.69,0.94,1
0.75,0.91,1
0.81,0.87,1
0.87,0.83,1
0.93,0.78,1
0.99,0.73,1
1.05,0.68,1
1.1,0.62,1
1.15,0.56,1
1.2,0.5,1
1.25,0.43,1
1.29,0.36,1
1.33,0.28,1
1.37,0.2,1
1.4,0.12,1
1.43,0.03,1
1.45,-0.06,1
1.47,-0.15,1
1.48,-0.25,1
1.49,-0.35,1
1.49,-0.45,1
1.48,-0.56,1
1.47,-0.66,1
1.44,-0.77,1
1.41,-0.88,1
1.37,-0.99,1
1.32,-1.09,1
1.26,-1.2,1
1.19,-1.3,1
1.11,-1.39,1
1.02,-1.48,2
0.92,-1.57,1
0.81,-1.65,1
0.7,-1.71,1
0.57,-1.77,1
0.45,-1.82,1
